feature,resolution,coefficient,abs_coefficient
feature_463,parametric,-0.016919119812134086,0.016919119812134086
feature_25,parametric,0.01689517867050829,0.01689517867050829
feature_59,parametric,0.01682800857634494,0.01682800857634494
feature_45,parametric,-0.016287493768105534,0.016287493768105534
feature_19,parametric,-0.0161556479527943,0.0161556479527943
feature_413,parametric,-0.015813285600005868,0.015813285600005868
feature_53,parametric,-0.015810157049864763,0.015810157049864763
feature_92,parametric,0.015671786439284574,0.015671786439284574
block_cluster_at_gauss150,block,-0.015320614892521654,0.015320614892521654
feature_384,parametric,0.015237505946910208,0.015237505946910208
feature_155,parametric,-0.015140392705675947,0.015140392705675947
feature_70,parametric,-0.014965773633716421,0.014965773633716421
feature_232,parametric,0.014436258987203594,0.014436258987203594
feature_42,parametric,0.014427695342905377,0.014427695342905377
feature_477,parametric,0.014063063863470806,0.014063063863470806
feature_490,parametric,-0.013704639330913454,0.013704639330913454
feature_217,parametric,-0.013485393170690838,0.013485393170690838
feature_72,parametric,0.013014891784972017,0.013014891784972017
feature_108,parametric,0.012841662539091475,0.012841662539091475
feature_289,parametric,-0.012473162831912387,0.012473162831912387
feature_287,parametric,-0.012442242957478875,0.012442242957478875
feature_15,parametric,0.012442135172784495,0.012442135172784495
feature_450,parametric,-0.012395124945902366,0.012395124945902366
feature_192,parametric,0.012304856029226348,0.012304856029226348
feature_49,parametric,0.011266162436666373,0.011266162436666373
feature_117,parametric,0.010970385506892614,0.010970385506892614
feature_213,parametric,0.010439994831007748,0.010439994831007748
block_scan_box256,block,-0.009322025532680056,0.009322025532680056
block_scan_gauss200,block,0.007559756789955675,0.007559756789955675
spatial_wafer_old_fail_rate,spatial,-0.005940857095699762,0.005940857095699762
block_q99,block,-0.0047131307898229296,0.0047131307898229296
spatial_row_norm,spatial,0.004202425426209629,0.004202425426209629
spatial_old_fail_density_w11,spatial,-0.0032495228024604066,0.0032495228024604066
block_frac_lt_m2,block,-0.0027693895139406406,0.0027693895139406406
block_cluster_at_gauss50,block,0.0027512449267211433,0.0027512449267211433
block_scan_box64,block,-0.0007418312845620565,0.0007418312845620565
block_top1pct_mean,block,-0.0007011560719425247,0.0007011560719425247
